dataset	column	value	description	is_missing_value	standardized_term	standardized_label
ds006018	NumBadChannels_VisualOddball	1.0				
ds006018	NumBadChannels_VisualOddball	2.0				
ds006018	NumBadChannels_VisualOddball			True		
ds006018	NumBadChannels_Flanker	1.0				
ds006018	NumBadChannels_Flanker	0.0				
ds006018	NumBadChannels_Flanker	2.0				
ds006018	NumBadChannels_Flanker	3.0				
ds006018	NumBadChannels_Flanker			True		
ds006018	NumBadChannels_VisualSearch	1.0				
ds006018	NumBadChannels_VisualSearch	0.0				
ds006018	NumBadChannels_VisualSearch	2.0				
ds006018	NumBadChannels_VisualSearch			True		
ds006018	fs1	often true				
ds006018	fs1	never true				
ds006018	fs1	sometimes true				
ds006018	fs1			True		
ds006018	fs2	often true				
ds006018	fs2	never true				
ds006018	fs2	sometimes true				
ds006018	fs2			True		
ds006018	fs3	yes				
ds006018	fs3	no				
ds006018	fs3			True		
ds006018	fs4	some months but not every month				
ds006018	fs4	only 1 to 2 months				
ds006018	fs4			True		
ds006018	fs4	almost every month				
ds006018	fs5	yes				
ds006018	fs5	no				
ds006018	fs5			True		
ds006018	fs6	no				
ds006018	fs6	yes				
ds006018	fs6			True		
ds006018	hnc1a	no				
ds006018	hnc1a	yes				
ds006018	hnc1a			True		
ds006018	hnc1b	no				
ds006018	hnc1b			True		
ds006018	hnc1b	yes				
ds006018	hnc1c	no				
ds006018	hnc1c	yes				
ds006018	hnc1c			True		
ds006018	hnc1d	no				
ds006018	hnc1d	yes				
ds006018	hnc1d			True		
ds006018	hnc2a	yes				
ds006018	hnc2a	no				
ds006018	hnc2a			True		
ds006018	hnc2b	no				
ds006018	hnc2b	yes				
ds006018	hnc2b			True		
ds006018	hnc3	no				
ds006018	hnc3	yes				
ds006018	hnc3			True		
ds006018	hnc4	very safe				
ds006018	hnc4	somewhat safe				
ds006018	hnc4	somewhat unsafe				
ds006018	hnc4	very unsafe				
ds006018	hnc4			True		
ds006018	L1_recoded	Non-English				
ds006018	L1_recoded	English				
ds006018	L1_recoded			True		
ds006018	LEARN_L1	Home				
ds006018	LEARN_L1	School				
ds006018	LEARN_L1			True		
ds006018	L2_recoded	English				
ds006018	L2_recoded	Non-English				
ds006018	L2_recoded			True		
ds006018	LEARN_L2	School				
ds006018	LEARN_L2	Home				
ds006018	LEARN_L2			True		
ds006018	asrs1	sometimes				
ds006018	asrs1	rarely				
ds006018	asrs1	never				
ds006018	asrs1	often				
ds006018	asrs1	very often				
ds006018	asrs1			True		
ds006018	asrs2	rarely				
ds006018	asrs2	never				
ds006018	asrs2	often				
ds006018	asrs2	sometimes				
ds006018	asrs2			True		
ds006018	asrs2	very often				
ds006018	asrs3	rarely				
ds006018	asrs3	sometimes				
ds006018	asrs3	never				
ds006018	asrs3	often				
ds006018	asrs3	very often				
ds006018	asrs3			True		
ds006018	asrs4	sometimes				
ds006018	asrs4	often				
ds006018	asrs4	rarely				
ds006018	asrs4	very often				
ds006018	asrs4	never				
ds006018	asrs4			True		
ds006018	asrs5	sometimes				
ds006018	asrs5	very often				
ds006018	asrs5	rarely				
ds006018	asrs5	often				
ds006018	asrs5	never				
ds006018	asrs5			True		
ds006018	asrs6	sometimes				
ds006018	asrs6	rarely				
ds006018	asrs6	often				
ds006018	asrs6	never				
ds006018	asrs6	very often				
ds006018	asrs6			True		
ds006018	asrs7	rarely				
ds006018	asrs7	sometimes				
ds006018	asrs7	often				
ds006018	asrs7	never				
ds006018	asrs7	very often				
ds006018	asrs7			True		
ds006018	asrs8	sometimes				
ds006018	asrs8	never				
ds006018	asrs8	very often				
ds006018	asrs8	often				
ds006018	asrs8	rarely				
ds006018	asrs8			True		
ds006018	asrs9	rarely				
ds006018	asrs9	never				
ds006018	asrs9	sometimes				
ds006018	asrs9	often				
ds006018	asrs9			True		
ds006018	asrs9	very often				
ds006018	asrs10	rarely				
ds006018	asrs10	sometimes				
ds006018	asrs10	never				
ds006018	asrs10	often				
ds006018	asrs10	very often				
ds006018	asrs10			True		
ds006018	asrs11	rarely				
ds006018	asrs11	often				
ds006018	asrs11	very often				
ds006018	asrs11	sometimes				
ds006018	asrs11	never				
ds006018	asrs11			True		
ds006018	asrs12	rarely				
ds006018	asrs12	never				
ds006018	asrs12	sometimes				
ds006018	asrs12			True		
ds006018	asrs12	often				
ds006018	asrs12	very often				
ds006018	asrs13	rarely				
ds006018	asrs13	often				
ds006018	asrs13	sometimes				
ds006018	asrs13	never				
ds006018	asrs13	very often				
ds006018	asrs13			True		
ds006018	asrs14	sometimes				
ds006018	asrs14	never				
ds006018	asrs14	rarely				
ds006018	asrs14	often				
ds006018	asrs14	very often				
ds006018	asrs14			True		
ds006018	asrs15	sometimes				
ds006018	asrs15	rarely				
ds006018	asrs15	often				
ds006018	asrs15	never				
ds006018	asrs15	very often				
ds006018	asrs15			True		
ds006018	asrs16	sometimes				
ds006018	asrs16	never				
ds006018	asrs16	rarely				
ds006018	asrs16	very often				
ds006018	asrs16	often				
ds006018	asrs16			True		
ds006018	asrs17	rarely				
ds006018	asrs17	never				
ds006018	asrs17	sometimes				
ds006018	asrs17	often				
ds006018	asrs17			True		
ds006018	asrs17	very often				
ds006018	asrs18	rarely				
ds006018	asrs18	never				
ds006018	asrs18	sometimes				
ds006018	asrs18	very often				
ds006018	asrs18	often				
ds006018	asrs18			True		
ds006018	asrs1_binary	1.0				
ds006018	asrs1_binary	0.0				
ds006018	asrs1_binary			True		
ds006018	asrs2_binary	0.0				
ds006018	asrs2_binary	1.0				
ds006018	asrs2_binary			True		
ds006018	asrs3_binary	0.0				
ds006018	asrs3_binary	1.0				
ds006018	asrs3_binary			True		
ds006018	asrs4_binary	0.0				
ds006018	asrs4_binary	1.0				
ds006018	asrs4_binary			True		
ds006018	asrs5_binary	0.0				
ds006018	asrs5_binary	1.0				
ds006018	asrs5_binary			True		
ds006018	asrs6_binary	0.0				
ds006018	asrs6_binary	1.0				
ds006018	asrs6_binary			True		
ds006018	ADHD_binary	0.0				
ds006018	ADHD_binary	1.0				
ds006018	ADHD_binary			True		
ds005863	Gender	female			snomed:248152002	Female
ds005863	Gender	male			snomed:248153007	Male
ds005863	Gender	non-binary (amab)				
ds005863	Handedness	right				
ds005863	Handedness	left				
ds005863	Handedness	ambidextrous (i.e., both right and left)				
ds005863	Highest_Edu	high school graduate (diploma or ged equivalent)				
ds005863	Highest_Edu	bachelor's degree (for example: ba, bs)				
ds005863	Highest_Edu	1 or more years of college, no degree				
ds005863	Highest_Edu	some college credit, but less than 1 year				
ds005863	Highest_Edu	associate degree (2-year college)				
ds005863	Highest_Edu	master's degree (for example: ma, ms, mba, mfa, msw)				
ds005863	Employed	no				
ds005863	Employed	yes				
ds005863	Employed_Yes			True		
ds005863	Employed_Yes	full-time				
ds005863	Employed_Yes	part-time				
ds005863	Household_Members	5				
ds005863	Household_Members	2				
ds005863	Household_Members	4				
ds005863	Household_Members	3				
ds005863	Household_Members	8				
ds005863	Household_Members	7				
ds005863	Household_Members	6				
ds005863	Household_Members	1				
ds005863	Household_Members	NaN		True		
ds005863	Adult1	mother				
ds005863	Adult1	father				
ds005863	Adult1	uncle (parental guardian)				
ds005863	Adult1	not usable; reported non-parent/legal guardian in current household				
ds005863	Adult1	parent				
ds005863	Adult1_Other			True		
ds005863	Adult1_In_Household	yes				
ds005863	Adult1_In_Household	no				
ds005863	Adult2	father				
ds005863	Adult2	mother				
ds005863	Adult2			True		
ds005863	Adult2	sister				
ds005863	Adult2	step father				
ds005863	Adult2	grandparent				
ds005863	Adult2	not usable; reported non-parent/legal guardian in current household				
ds005863	Adult2	step-parent				
ds005863	Adult2	stepparent				
ds005863	Adult2_Other			True		
ds005863	Adult2_In_Household	yes				
ds005863	Adult2_In_Household			True		
ds005863	Adult2_In_Household	no				
ds005863	Adult3_In_Household			True		
ds005863	Adult3_In_Household	yes				
ds005863	Adult3_In_Household	no				
ds005863	Adult4_Edu			True		
ds005863	Adult4_Edu	bachelor's degree (for example: ba, bs)				
ds005863	Adult4_Edu	1 or more years of college, no degree				
ds005863	Adult4_Edu	10th grade				
ds005863	Adult4_Edu	5th or 6th grade				
ds005863	Adult4_Edu	master's degree (for example: ma, ms, mba, mfa, msw)				
ds005863	Adult4_Edu	high school graduate (diploma or ged equivalent)				
ds005863	Adult4_Edu	1st, 2nd, 3rd, or 4th grade				
ds005863	Adult4_Edu	9th grade				
ds005863	Adult4_Edu	less than 1st grade				
ds005863	Adult4_In_Household			True		
ds005863	Adult4_In_Household	yes				
ds005863	Adult4_In_Household	no				
ds005863	Highest_Adult_Edu	Bachelor's degree				
ds005863	Highest_Adult_Edu	Some college, no degree				
ds005863	Highest_Adult_Edu	Professional or graduate degree				
ds005863	Highest_Adult_Edu	High school diploma				
ds005863	Highest_Adult_Edu	Less than a high school diploma				
ds005863	Highest_Adult_Edu	Associate degree				
ds005863	Project	COCOA				
ds005863	Project	SASA				
ds005863	EEG_Tasks	Flanker (FL), Visual Search (VS), Visual Oddball (VO)				
ds005863	EEG_Tasks	Flanker (FL), Visual Search (VS), Visual Oddball (VO), Passive Auditory Oddball (TONE)				
ds005863	EEG_Tasks	Flanker (FL), Visual Oddball (VO), Passive Auditory Oddball (TONE)				
ds005863	EEG_Tasks	Passive Auditory Oddball (TONE), Visual Oddball (VO)				
ds005863	EEG_Tasks	Passive Auditory Oddball (TONE)				
ds005863	CapSize	52				
ds005863	CapSize	56				
ds005863	CapSize	54				
ds005863	CapSize	48				
ds005863	CapSize	50				
ds005863	CapSize	58				
ds005863	CapSize	NaN		True		
ds005863	CapSize	60				
ds005863	Replaced_electrode			True		
ds005863	fs1	never true				
ds005863	fs1	sometimes true				
ds005863	fs1	often true				
ds005863	fs1			True		
ds005863	fs2	never true				
ds005863	fs2	sometimes true				
ds005863	fs2	often true				
ds005863	fs2			True		
ds005863	fs3	no				
ds005863	fs3	yes				
ds005863	fs3			True		
ds005863	fs4			True		
ds005863	fs4	only 1 to 2 months				
ds005863	fs4	some months but not every month				
ds005863	fs4	almost every month				
ds005863	fs5	no				
ds005863	fs5	yes				
ds005863	fs5			True		
ds005863	fs6	no				
ds005863	fs6	yes				
ds005863	fs6			True		
ds005863	hnc1a	no				
ds005863	hnc1a	yes				
ds005863	hnc1a			True		
ds005863	hnc1b	no				
ds005863	hnc1b			True		
ds005863	hnc1b	yes				
ds005863	hnc1c	no				
ds005863	hnc1c	yes				
ds005863	hnc1c			True		
ds005863	hnc1d	yes				
ds005863	hnc1d	no				
ds005863	hnc1d			True		
ds005863	hnc2a	no				
ds005863	hnc2a	yes				
ds005863	hnc2a			True		
ds005863	hnc2b	no				
ds005863	hnc2b	yes				
ds005863	hnc2b			True		
ds005863	hnc3	no				
ds005863	hnc3	yes				
ds005863	hnc3			True		
ds005863	hnc4	somewhat safe				
ds005863	hnc4	somewhat unsafe				
ds005863	hnc4	very safe				
ds005863	hnc4	very unsafe				
ds005863	hnc4			True		
ds005863	L1_recoded			True		
ds005863	L1_recoded	English				
ds005863	L1_recoded	Non-English				
ds005863	LEARN_L1			True		
ds005863	LEARN_L1	Home				
ds005863	LEARN_L1	School				
ds005863	L2_recoded			True		
ds005863	L2_recoded	Non-English				
ds005863	L2_recoded	English				
ds005863	LEARN_L2			True		
ds005863	LEARN_L2	Home				
ds005863	LEARN_L2	School				
ds005863	asrs1	very often				
ds005863	asrs1	rarely				
ds005863	asrs1	sometimes				
ds005863	asrs1	never				
ds005863	asrs1	often				
ds005863	asrs1			True		
ds005863	asrs2	rarely				
ds005863	asrs2	never				
ds005863	asrs2	often				
ds005863	asrs2	sometimes				
ds005863	asrs2			True		
ds005863	asrs2	very often				
ds005863	asrs3	never				
ds005863	asrs3	sometimes				
ds005863	asrs3	often				
ds005863	asrs3	rarely				
ds005863	asrs3	very often				
ds005863	asrs3			True		
ds005863	asrs4	never				
ds005863	asrs4	sometimes				
ds005863	asrs4	often				
ds005863	asrs4	rarely				
ds005863	asrs4	very often				
ds005863	asrs4			True		
ds005863	asrs5	rarely				
ds005863	asrs5	sometimes				
ds005863	asrs5	very often				
ds005863	asrs5	often				
ds005863	asrs5	never				
ds005863	asrs5			True		
ds005863	asrs6	rarely				
ds005863	asrs6	often				
ds005863	asrs6	sometimes				
ds005863	asrs6	never				
ds005863	asrs6	very often				
ds005863	asrs6			True		
ds005863	asrs7	never				
ds005863	asrs7	sometimes				
ds005863	asrs7	often				
ds005863	asrs7	rarely				
ds005863	asrs7	very often				
ds005863	asrs7			True		
ds005863	asrs8	rarely				
ds005863	asrs8	sometimes				
ds005863	asrs8	never				
ds005863	asrs8	very often				
ds005863	asrs8	often				
ds005863	asrs8			True		
ds005863	asrs9	never				
ds005863	asrs9	sometimes				
ds005863	asrs9	rarely				
ds005863	asrs9	often				
ds005863	asrs9			True		
ds005863	asrs9	very often				
ds005863	asrs10	never				
ds005863	asrs10	rarely				
ds005863	asrs10	sometimes				
ds005863	asrs10	often				
ds005863	asrs10	very often				
ds005863	asrs10			True		
ds005863	asrs11	rarely				
ds005863	asrs11	often				
ds005863	asrs11	very often				
ds005863	asrs11	sometimes				
ds005863	asrs11	never				
ds005863	asrs11			True		
ds005863	asrs12	rarely				
ds005863	asrs12	never				
ds005863	asrs12	sometimes				
ds005863	asrs12			True		
ds005863	asrs12	often				
ds005863	asrs12	very often				
ds005863	asrs13	sometimes				
ds005863	asrs13	rarely				
ds005863	asrs13	often				
ds005863	asrs13	never				
ds005863	asrs13	very often				
ds005863	asrs13			True		
ds005863	asrs14	never				
ds005863	asrs14	sometimes				
ds005863	asrs14	rarely				
ds005863	asrs14	often				
ds005863	asrs14	very often				
ds005863	asrs14			True		
ds005863	asrs15	never				
ds005863	asrs15	rarely				
ds005863	asrs15	sometimes				
ds005863	asrs15	often				
ds005863	asrs15	very often				
ds005863	asrs15			True		
ds005863	asrs16	rarely				
ds005863	asrs16	never				
ds005863	asrs16	sometimes				
ds005863	asrs16	very often				
ds005863	asrs16	often				
ds005863	asrs16			True		
ds005863	asrs17	rarely				
ds005863	asrs17	never				
ds005863	asrs17	sometimes				
ds005863	asrs17	often				
ds005863	asrs17			True		
ds005863	asrs17	very often				
ds005863	asrs18	never				
ds005863	asrs18	sometimes				
ds005863	asrs18	rarely				
ds005863	asrs18	very often				
ds005863	asrs18	often				
ds005863	asrs18			True		
ds006883	sex	M			snomed:248153007	Male
ds006883	sex	F			snomed:248152002	Female
ds006883	group	2mo_control				
ds006883	group	9mo_control				
ds006391	Gender	Male	Male		snomed:248153007	Male
ds006391	Gender	Female	Female		snomed:248152002	Female
ds006391	Gender	Non-binary	Non-binary			
ds006391	Handedness	Right-hand	Right-hand			
ds006391	Edu_Level	College (Bachelors)	College (Bachelors)			
