participant_id	session_id	dataset_id	rat_strain	rat_sex	rat_age	rat_weight	anesthesia_induction	anesthesia_induction_dose	anesthesia_maintenance	anesthesia_maintenance_dose	anesthesia_route	anesthesia_post_induction_time	anesthesia_breathing_assistance	anesthesia_breathing_rate	anesthesia_heart_rate	MRI_vendor	MRI_field_strength	anat_sequence	anat_contrast	anat_TR	anat_TE	func_sequence	func_TR	func_TE	func_FA
sub-0102006	ses-1	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102006	ses-2	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	30	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102007	ses-1	1020	Lister Hooded	Male	2-4	350-400	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102007	ses-2	1020	Lister Hooded	Male	2-4	350-400	isoflurane	2	isoflurane	1	n/a	30	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102008	ses-1	1020	Lister Hooded	Male	2-4	350-400	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102008	ses-2	1020	Lister Hooded	Male	2-4	350-400	isoflurane	2	isoflurane	1	n/a	30	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102009	ses-1	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102009	ses-2	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	30	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102100	ses-1	1021	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	50	320	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102100	ses-2	1021	Sprague Dawley	Male	4-6	600-650	isoflurane	5	isoflurane	1.8	n/a	30	free-breathing	50	290	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102101	ses-1	1021	Sprague Dawley	Male	2-4	500-550	isoflurane	5	isoflurane	1.8	n/a	30	free-breathing	60	300	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102101	ses-2	1021	Sprague Dawley	Male	4-6	650-700	isoflurane	5	isoflurane	1.8	n/a	30	free-breathing	60	310	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102102	ses-1	1021	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	40	330	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102102	ses-2	1021	Sprague Dawley	Male	4-6	600-650	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	40	280	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102103	ses-1	1021	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	1.8	n/a	30	free-breathing	60	390	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102103	ses-2	1021	Sprague Dawley	Male	4-6	600-650	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	60	370	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102104	ses-1	1021	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	70	300	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102104	ses-2	1021	Sprague Dawley	Male	4-6	550-600	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	60	n/a	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102105	ses-1	1021	Sprague Dawley	Male	2-4	400-450	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	60	350	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102105	ses-2	1021	Sprague Dawley	Male	4-6	500-550	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	60	300	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102106	ses-1	1021	Sprague Dawley	Male	2-4	400-450	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	50	350	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102106	ses-2	1021	Sprague Dawley	Male	4-6	500-550	isoflurane	5	isoflurane	1.8	n/a	40	free-breathing	30	330	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102107	ses-1	1021	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	100	320	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102107	ses-2	1021	Sprague Dawley	Male	4-6	550-600	isoflurane	5	isoflurane	1.8	n/a	30	free-breathing	50	n/a	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102108	ses-1	1021	Sprague Dawley	Male	2-4	400-450	isoflurane	5	isoflurane	1.8	n/a	30	free-breathing	50	390	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102108	ses-2	1021	Sprague Dawley	Male	4-6	500-550	isoflurane	5	isoflurane	1.8	n/a	30	free-breathing	50	n/a	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102109	ses-1	1021	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	70	320	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102109	ses-2	1021	Sprague Dawley	Male	4-6	550-600	isoflurane	5	isoflurane	1.8	n/a	20	free-breathing	70	n/a	Bruker	9.4	MP2RAGE	T1	9	0.0027	GE-EPI	2.75	0.019	70
sub-0102200	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.2	n/a	20	free-breathing	60	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102201	ses-1	1022	Wistar	Male	0-2	200-250	isoflurane	n/a	isoflurane	1.3	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102202	ses-1	1022	Wistar	Male	0-2	200-250	isoflurane	n/a	isoflurane	1.1	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102203	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.1	n/a	20	free-breathing	60	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102204	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.3	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102205	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.2	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102206	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.4	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102207	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.2	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102208	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.4	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102209	ses-1	1022	Wistar	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.3	n/a	20	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102300	ses-1	1023	Long Evans	Male	2-4	n/a	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102301	ses-1	1023	Long Evans	Male	2-4	250-300	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102302	ses-1	1023	Long Evans	Male	2-4	n/a	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102303	ses-1	1023	Long Evans	Male	2-4	n/a	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102304	ses-1	1023	Long Evans	Male	2-4	n/a	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102305	ses-1	1023	Long Evans	Male	2-4	n/a	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102306	ses-1	1023	Long Evans	Male	2-4	n/a	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102307	ses-1	1023	Long Evans	Male	2-4	n/a	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102308	ses-1	1023	Long Evans	Male	2-4	250-300	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102309	ses-1	1023	Long Evans	Male	2-4	350-400	awake	n/a	awake	n/a	n/a	n/a	n/a	n/a	n/a	Bruker	7	turboRARE	T1	1.5	0.008	GE-EPI	1	0.015	60
sub-0102400	ses-1	1024	Fischer 344	Male	2-4	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102401	ses-1	1024	Fischer 344	Male	2-4	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102402	ses-1	1024	Fischer 344	Male	2-4	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102403	ses-1	1024	Fischer 344	Male	0-2	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102404	ses-1	1024	Fischer 344	Male	0-2	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102405	ses-1	1024	Fischer 344	Male	0-2	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	60	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102406	ses-1	1024	Fischer 344	Male	2-4	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102407	ses-1	1024	Fischer 344	Male	2-4	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102408	ses-1	1024	Fischer 344	Male	2-4	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	50	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102409	ses-1	1024	Fischer 344	Male	2-4	200-250	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 	n/a	n/a	free-breathing	60	n/a	Bruker	7	RARE	T2	2.5	0.03	GE-EPI	1	0.015	90
sub-0102500	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102501	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102502	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102503	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	isoflurane	1.5	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102504	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	2.6	0.0381	GE-EPI	1	0.0125	15
sub-0102505	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102506	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102507	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102508	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102509	ses-1	1025	Sprague Dawley	Male	2-4	500-550	isoflurane	2	alpha-chloralose	25	n/a	60	ventilated	60	n/a	Bruker	14.1	RARE	T2	4	0.0361	GE-EPI	1	0.0125	15
sub-0102600	ses-1	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	80	free-breathing	80	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102600	ses-2	1026	Wistar	Male	n/a	400-450	isoflurane	4	medetomidine	0.1	n/a	70	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102601	ses-1	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	80	free-breathing	80	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102601	ses-2	1026	Wistar	Male	n/a	400-450	isoflurane	4	medetomidine	0.1	n/a	90	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102602	ses-1	1026	Wistar	Male	n/a	250-300	isoflurane	4	medetomidine	0.1	n/a	80	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102602	ses-2	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	90	free-breathing	50	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102603	ses-1	1026	Wistar	Male	n/a	250-300	isoflurane	4	medetomidine	0.1	n/a	70	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102603	ses-2	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	120	free-breathing	70	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102604	ses-1	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	80	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102604	ses-2	1026	Wistar	Male	n/a	350-400	isoflurane	4	medetomidine	0.1	n/a	110	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102605	ses-1	1026	Wistar	Male	n/a	250-300	isoflurane	4	medetomidine	0.1	n/a	80	free-breathing	70	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102605	ses-2	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	130	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102606	ses-1	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	110	free-breathing	80	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102606	ses-2	1026	Wistar	Male	n/a	350-400	isoflurane	4	medetomidine	0.1	n/a	100	free-breathing	80	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102607	ses-1	1026	Wistar	Male	n/a	300-350	isoflurane	4	medetomidine	0.1	n/a	100	free-breathing	80	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102607	ses-2	1026	Wistar	Male	n/a	400-450	isoflurane	4	medetomidine	0.1	n/a	100	free-breathing	60	40	Varian/Agilent	14.1	turboRARE	T2	2	0.01	GE-EPI	1.6	0.01	80
sub-0102700	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102701	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102702	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102703	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102704	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102705	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102706	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102707	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102708	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102709	ses-1	1027	Long Evans	Female	2-4	250-300	isoflurane	4.5	isoflurane	1.5	n/a	20	ventilated	50	n/a	Bruker	9.4	RARE	T2	2.5	0.05	GE-EPI	1	0.012	60
sub-0102800	ses-1	1028	Long Evans	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.5	n/a	30	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102801	ses-1	1028	Long Evans	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.5	n/a	30	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102802	ses-1	1028	Long Evans	Male	0-2	250-300	isoflurane	n/a	isoflurane	1.5	n/a	30	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102803	ses-1	1028	Long Evans	Male	0-2	300-350	isoflurane	n/a	isoflurane	1.7	n/a	30	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102804	ses-1	1028	Long Evans	Male	0-2	300-350	isoflurane	n/a	isoflurane	1.5	n/a	30	free-breathing	60	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102805	ses-1	1028	Long Evans	Male	0-2	300-350	isoflurane	n/a	isoflurane	1.8	n/a	30	free-breathing	80	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102806	ses-1	1028	Long Evans	Male	2-4	300-350	isoflurane	n/a	isoflurane	1.5	n/a	30	free-breathing	60	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102807	ses-1	1028	Long Evans	Male	2-4	300-350	isoflurane	n/a	isoflurane	1.6	n/a	30	free-breathing	60	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102808	ses-1	1028	Long Evans	Male	2-4	250-300	isoflurane	n/a	isoflurane	1.6	n/a	30	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102809	ses-1	1028	Long Evans	Male	2-4	350-400	isoflurane	n/a	isoflurane	1.5	n/a	30	free-breathing	70	n/a	Bruker	4.7	RARE	T2	3	n/a	GE-EPI	2	0.0254	n/a
sub-0102900	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102901	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102902	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102903	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102904	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102905	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102906	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102907	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102908	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0102909	ses-1	1029	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103000	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103001	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103002	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103003	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103004	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103005	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103006	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103007	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103008	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103009	ses-1	1030	Wistar	Male	n/a	n/a	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T1	n/a	n/a	GE-EPI	2	0.021119	90
